Time,Sales,Transactions
2022-01-02T17:15:00.000000Z,520.16,6
2022-01-02T17:30:00.000000Z,350.03,6
2022-01-02T17:45:00.000000Z,849.89,6
2022-01-02T18:00:00.000000Z,816.44,8
2022-01-02T18:15:00.000000Z,571.01,7
2022-01-02T18:30:00.000000Z,692.29,8
2022-01-02T18:45:00.000000Z,823.09,7
2022-01-02T19:00:00.000000Z,740.36,9
2022-01-02T19:15:00.000000Z,858.05,9
2022-01-02T19:30:00.000000Z,768.04,9
2022-01-02T19:45:00.000000Z,856.15,9
2022-01-02T20:00:00.000000Z,972.30,9
2022-01-02T20:15:00.000000Z,1010.97,9
2022-01-02T20:30:00.000000Z,852.91,9
2022-01-02T20:45:00.000000Z,957.06,9
2022-01-02T21:00:00.000000Z,342.12,6
2022-01-02T21:15:00.000000Z,650.48,6
2022-01-02T21:30:00.000000Z,544.65,6
2022-01-02T21:45:00.000000Z,592.19,6
2022-01-02T22:00:00.000000Z,196.34,3
2022-01-02T22:15:00.000000Z,443.70,3
2022-01-02T22:30:00.000000Z,278.37,3
2022-01-02T22:45:00.000000Z,362.87,3
2022-01-02T23:00:00.000000Z,158.48,1
2022-01-02T23:30:00.000000Z,0.00,0
2022-01-02T23:45:00.000000Z,0.00,0
2022-01-03T00:00:00.000000Z,0.00,0
2022-01-03T00:15:00.000000Z,0.00,0
2022-01-03T00:30:00.000000Z,0.00,0
2022-01-03T00:45:00.000000Z,0.00,0
2022-01-03T01:00:00.000000Z,0.00,0
2022-01-03T01:15:00.000000Z,0.00,0
2022-01-03T01:30:00.000000Z,0.00,0
2022-01-03T01:45:00.000000Z,0.00,0
2022-01-03T02:00:00.000000Z,0.00,0
2022-01-03T02:15:00.000000Z,0.00,0
2022-01-03T02:30:00.000000Z,0.00,0
2022-01-03T02:45:00.000000Z,0.00,0
2022-01-03T03:00:00.000000Z,0.00,0
2022-01-03T03:15:00.000000Z,0.00,0
2022-01-03T03:30:00.000000Z,0.00,0
2022-01-03T03:45:00.000000Z,0.00,0
2022-01-03T04:00:00.000000Z,0.00,0
2022-01-03T04:15:00.000000Z,0.00,0
2022-01-03T04:30:00.000000Z,0.00,0
2022-01-03T04:45:00.000000Z,0.00,0
2022-01-03T05:00:00.000000Z,0.00,0
2022-01-03T05:15:00.000000Z,0.00,0
2022-01-03T05:30:00.000000Z,0.00,0
2022-01-03T05:45:00.000000Z,0.00,0
2022-01-03T06:00:00.000000Z,0.00,0
2022-01-03T06:15:00.000000Z,0.00,0
2022-01-03T06:30:00.000000Z,0.00,0
2022-01-03T06:45:00.000000Z,0.00,0
2022-01-03T07:00:00.000000Z,0.00,0
2022-01-03T07:15:00.000000Z,0.00,0
2022-01-03T07:30:00.000000Z,0.00,0
2022-01-03T07:45:00.000000Z,0.00,0
2022-01-03T08:00:00.000000Z,0.00,0
2022-01-03T08:15:00.000000Z,0.00,0
2022-01-03T08:30:00.000000Z,0.00,0
2022-01-03T08:45:00.000000Z,0.00,0
2022-01-03T09:00:00.000000Z,0.00,0
2022-01-03T09:15:00.000000Z,0.00,0
2022-01-03T09:30:00.000000Z,0.00,0
2022-01-03T09:45:00.000000Z,0.00,0
2022-01-03T10:00:00.000000Z,66.65,1
2022-01-03T10:00:00.000000Z,104.69,1
2022-01-03T10:15:00.000000Z,157.84,2
2022-01-03T10:30:00.000000Z,330.06,3
2022-01-03T10:45:00.000000Z,76.98,2
2022-01-03T11:00:00.000000Z,329.32,4
2022-01-03T11:15:00.000000Z,288.09,4
2022-01-03T11:30:00.000000Z,356.07,3
2022-01-03T11:45:00.000000Z,509.87,4
2022-01-03T12:00:00.000000Z,114.90,4
2022-01-03T12:15:00.000000Z,449.17,5
2022-01-03T12:30:00.000000Z,408.10,5
2022-01-03T12:45:00.000000Z,428.05,5
2022-01-03T13:00:00.000000Z,612.01,5
2022-01-03T13:15:00.000000Z,504.98,6
2022-01-03T13:30:00.000000Z,618.60,6
2022-01-03T13:45:00.000000Z,930.91,6
2022-01-03T14:00:00.000000Z,724.37,5
2022-01-03T14:15:00.000000Z,707.62,5
2022-01-03T14:30:00.000000Z,542.32,5
2022-01-03T14:45:00.000000Z,446.35,5
2022-01-03T15:00:00.000000Z,279.11,3
2022-01-03T15:15:00.000000Z,600.23,4
2022-01-03T15:30:00.000000Z,305.38,4
2022-01-03T15:45:00.000000Z,442.31,3
2022-01-03T16:00:00.000000Z,518.54,4
2022-01-03T16:15:00.000000Z,180.32,3
2022-01-03T16:30:00.000000Z,564.04,4
2022-01-03T16:45:00.000000Z,367.77,4
2022-01-03T17:00:00.000000Z,338.58,4
2022-01-03T17:15:00.000000Z,389.71,5
2022-01-03T17:30:00.000000Z,537.19,5
2022-01-03T17:45:00.000000Z,317.64,5
2022-01-03T18:00:00.000000Z,488.43,5
2022-01-03T18:15:00.000000Z,551.15,6
2022-01-03T18:30:00.000000Z,800.28,6
2022-01-03T18:45:00.000000Z,601.75,6
2022-01-03T19:00:00.000000Z,723.30,7
2022-01-03T19:15:00.000000Z,915.27,8
2022-01-03T19:30:00.000000Z,830.29,7
2022-01-03T19:45:00.000000Z,646.64,7
2022-01-03T20:00:00.000000Z,71.36,1
2022-01-03T20:30:00.000000Z,0.00,0
2022-01-03T20:45:00.000000Z,0.00,0
2022-01-03T21:00:00.000000Z,0.00,0
2022-01-03T21:15:00.000000Z,0.00,0
2022-01-03T21:30:00.000000Z,0.00,0
2022-01-03T21:45:00.000000Z,0.00,0
2022-01-03T22:00:00.000000Z,0.00,0
2022-01-03T22:15:00.000000Z,0.00,0
2022-01-03T22:30:00.000000Z,0.00,0
2022-01-03T22:45:00.000000Z,0.00,0
2022-01-03T23:00:00.000000Z,0.00,0
2022-01-03T23:15:00.000000Z,0.00,0
2022-01-03T23:30:00.000000Z,0.00,0
2022-01-03T23:45:00.000000Z,0.00,0
2022-01-04T00:00:00.000000Z,0.00,0
2022-01-04T00:15:00.000000Z,0.00,0
2022-01-04T00:30:00.000000Z,0.00,0
2022-01-04T00:45:00.000000Z,0.00,0
2022-01-04T01:00:00.000000Z,0.00,0
2022-01-04T01:15:00.000000Z,0.00,0
2022-01-04T01:30:00.000000Z,0.00,0
2022-01-04T01:45:00.000000Z,0.00,0
2022-01-04T02:00:00.000000Z,0.00,0
2022-01-04T02:15:00.000000Z,0.00,0
2022-01-04T02:30:00.000000Z,0.00,0
2022-01-04T02:45:00.000000Z,0.00,0
2022-01-04T03:00:00.000000Z,0.00,0
2022-01-04T03:15:00.000000Z,0.00,0
2022-01-04T03:30:00.000000Z,0.00,0
2022-01-04T03:45:00.000000Z,0.00,0
2022-01-04T04:00:00.000000Z,0.00,0
2022-01-04T04:15:00.000000Z,0.00,0
2022-01-04T04:30:00.000000Z,0.00,0
2022-01-04T04:45:00.000000Z,0.00,0
2022-01-04T05:00:00.000000Z,0.00,0
2022-01-04T05:15:00.000000Z,0.00,0
2022-01-04T05:30:00.000000Z,0.00,0
2022-01-04T05:45:00.000000Z,0.00,0
2022-01-04T06:00:00.000000Z,0.00,0
2022-01-04T06:15:00.000000Z,0.00,0
2022-01-04T06:30:00.000000Z,0.00,0
2022-01-04T06:45:00.000000Z,0.00,0
2022-01-04T07:00:00.000000Z,0.00,0
2022-01-04T07:15:00.000000Z,0.00,0
2022-01-04T07:30:00.000000Z,0.00,0
2022-01-04T07:45:00.000000Z,0.00,0
2022-01-04T08:00:00.000000Z,54.21,1
2022-01-04T08:15:00.000000Z,62.29,1
2022-01-04T08:30:00.000000Z,131.22,1
2022-01-04T08:45:00.000000Z,58.84,1
2022-01-04T08:45:00.000000Z,79.35,1
2022-01-04T09:00:00.000000Z,217.82,2
2022-01-04T09:15:00.000000Z,166.76,3
2022-01-04T09:30:00.000000Z,314.95,3
2022-01-04T09:45:00.000000Z,417.00,3
2022-01-04T10:00:00.000000Z,271.19,3
2022-01-04T10:15:00.000000Z,410.58,3
2022-01-04T10:30:00.000000Z,164.81,3
2022-01-04T10:45:00.000000Z,102.68,3
2022-01-04T11:00:00.000000Z,376.68,5
2022-01-04T11:15:00.000000Z,118.28,4
2022-01-04T11:30:00.000000Z,445.81,5
2022-01-04T11:45:00.000000Z,479.26,4
2022-01-04T12:00:00.000000Z,645.05,6
2022-01-04T12:15:00.000000Z,831.30,6
2022-01-04T12:30:00.000000Z,627.16,6
2022-01-04T12:45:00.000000Z,877.48,6
2022-01-04T13:00:00.000000Z,567.78,7
2022-01-04T13:15:00.000000Z,668.01,7
2022-01-04T13:30:00.000000Z,950.58,8
2022-01-04T13:45:00.000000Z,670.62,7
2022-01-04T14:00:00.000000Z,706.99,6
2022-01-04T14:15:00.000000Z,633.17,6
2022-01-04T14:30:00.000000Z,802.00,6
2022-01-04T14:45:00.000000Z,520.38,6
2022-01-04T15:00:00.000000Z,426.90,5
2022-01-04T15:15:00.000000Z,676.03,4
2022-01-04T15:30:00.000000Z,285.06,5
2022-01-04T15:45:00.000000Z,438.53,4
2022-01-04T16:00:00.000000Z,411.91,5
2022-01-04T16:15:00.000000Z,520.84,4
2022-01-04T16:30:00.000000Z,433.80,5
2022-01-04T16:45:00.000000Z,300.64,4
2022-01-04T17:00:00.000000Z,571.46,6
2022-01-04T17:15:00.000000Z,743.30,6
2022-01-04T17:30:00.000000Z,619.44,6
2022-01-04T17:45:00.000000Z,649.88,6
2022-01-04T18:00:00.000000Z,766.97,8
2022-01-04T18:15:00.000000Z,850.97,7
2022-01-04T18:30:00.000000Z,726.44,8
2022-01-04T18:45:00.000000Z,691.46,7
2022-01-04T19:00:00.000000Z,888.33,9
2022-01-04T19:15:00.000000Z,966.98,9
2022-01-04T19:30:00.000000Z,1151.70,9
2022-01-04T19:45:00.000000Z,886.84,9
2022-01-04T20:00:00.000000Z,80.86,1
2022-01-04T20:30:00.000000Z,0.00,0
2022-01-04T20:45:00.000000Z,0.00,0
2022-01-04T21:00:00.000000Z,0.00,0
2022-01-04T21:15:00.000000Z,0.00,0
2022-01-04T21:30:00.000000Z,0.00,0
2022-01-04T21:45:00.000000Z,0.00,0
2022-01-04T22:00:00.000000Z,0.00,0
2022-01-04T22:15:00.000000Z,0.00,0
2022-01-04T22:30:00.000000Z,0.00,0
2022-01-04T22:45:00.000000Z,0.00,0
2022-01-04T23:00:00.000000Z,0.00,0
2022-01-04T23:15:00.000000Z,0.00,0
2022-01-04T23:30:00.000000Z,0.00,0
2022-01-04T23:45:00.000000Z,0.00,0
2022-01-05T00:00:00.000000Z,0.00,0
2022-01-05T00:15:00.000000Z,0.00,0
2022-01-05T00:30:00.000000Z,0.00,0
2022-01-05T00:45:00.000000Z,0.00,0
2022-01-05T01:00:00.000000Z,0.00,0
2022-01-05T01:15:00.000000Z,0.00,0
2022-01-05T01:30:00.000000Z,0.00,0
2022-01-05T01:45:00.000000Z,0.00,0
2022-01-05T02:00:00.000000Z,0.00,0
2022-01-05T02:15:00.000000Z,0.00,0
2022-01-05T02:30:00.000000Z,0.00,0
2022-01-05T02:45:00.000000Z,0.00,0
2022-01-05T03:00:00.000000Z,0.00,0
2022-01-05T03:15:00.000000Z,0.00,0
2022-01-05T03:30:00.000000Z,0.00,0
2022-01-05T03:45:00.000000Z,0.00,0
2022-01-05T04:00:00.000000Z,0.00,0
2022-01-05T04:15:00.000000Z,0.00,0
2022-01-05T04:30:00.000000Z,0.00,0
2022-01-05T04:45:00.000000Z,0.00,0
2022-01-05T05:00:00.000000Z,0.00,0
2022-01-05T05:15:00.000000Z,0.00,0
2022-01-05T05:30:00.000000Z,0.00,0
2022-01-05T05:45:00.000000Z,0.00,0
2022-01-05T06:00:00.000000Z,0.00,0
2022-01-05T06:15:00.000000Z,0.00,0
2022-01-05T06:30:00.000000Z,0.00,0
2022-01-05T06:45:00.000000Z,0.00,0
2022-01-05T07:00:00.000000Z,0.00,0
2022-01-05T07:15:00.000000Z,0.00,0
2022-01-05T07:30:00.000000Z,0.00,0
2022-01-05T07:45:00.000000Z,0.00,0
2022-01-05T08:00:00.000000Z,120.49,1
2022-01-05T08:15:00.000000Z,29.28,1
2022-01-05T08:30:00.000000Z,92.92,1
2022-01-05T08:30:00.000000Z,169.37,1
2022-01-05T08:45:00.000000Z,26.89,1
2022-01-05T09:00:00.000000Z,476.00,3
2022-01-05T09:15:00.000000Z,186.71,2
2022-01-05T09:30:00.000000Z,331.55,3
2022-01-05T09:45:00.000000Z,235.78,3
2022-01-05T10:00:00.000000Z,157.40,2
2022-01-05T10:15:00.000000Z,282.91,3
2022-01-05T10:30:00.000000Z,281.23,3
2022-01-05T10:45:00.000000Z,335.91,3
2022-01-05T11:00:00.000000Z,389.86,3
2022-01-05T11:15:00.000000Z,470.91,4
2022-01-05T11:30:00.000000Z,758.42,5
2022-01-05T11:45:00.000000Z,242.18,4
2022-01-05T12:00:00.000000Z,657.89,5
2022-01-05T12:15:00.000000Z,652.76,5
2022-01-05T12:30:00.000000Z,439.71,5
2022-01-05T12:45:00.000000Z,455.69,6
2022-01-05T13:00:00.000000Z,748.50,6
2022-01-05T13:15:00.000000Z,766.59,7
2022-01-05T13:30:00.000000Z,550.35,7
2022-01-05T13:45:00.000000Z,979.45,7
2022-01-05T14:00:00.000000Z,610.49,5
2022-01-05T14:15:00.000000Z,856.89,6
2022-01-05T14:30:00.000000Z,816.45,5
2022-01-05T14:45:00.000000Z,717.95,5
2022-01-05T15:00:00.000000Z,210.61,4
2022-01-05T15:15:00.000000Z,515.41,4
2022-01-05T15:30:00.000000Z,447.30,4
2022-01-05T15:45:00.000000Z,400.55,4
2022-01-05T16:00:00.000000Z,247.77,4
2022-01-05T16:15:00.000000Z,194.85,4
2022-01-05T16:30:00.000000Z,508.13,4
2022-01-05T16:45:00.000000Z,557.24,5
2022-01-05T17:00:00.000000Z,514.53,5
2022-01-05T17:15:00.000000Z,577.30,5
2022-01-05T17:30:00.000000Z,662.02,6
2022-01-05T17:45:00.000000Z,395.54,5
2022-01-05T18:00:00.000000Z,548.86,6
2022-01-05T18:15:00.000000Z,604.43,7
2022-01-05T18:30:00.000000Z,540.23,7
2022-01-05T18:45:00.000000Z,915.69,7
2022-01-05T19:00:00.000000Z,798.76,8
2022-01-05T19:15:00.000000Z,968.50,8
2022-01-05T19:30:00.000000Z,508.04,8
2022-01-05T19:45:00.000000Z,808.00,8
2022-01-05T20:00:00.000000Z,39.27,1
2022-01-05T20:30:00.000000Z,0.00,0
2022-01-05T20:45:00.000000Z,0.00,0
2022-01-05T21:00:00.000000Z,0.00,0
2022-01-05T21:15:00.000000Z,0.00,0
2022-01-05T21:30:00.000000Z,0.00,0
2022-01-05T21:45:00.000000Z,0.00,0
2022-01-05T22:00:00.000000Z,0.00,0
2022-01-05T22:15:00.000000Z,0.00,0
2022-01-05T22:30:00.000000Z,0.00,0
2022-01-05T22:45:00.000000Z,0.00,0
2022-01-05T23:00:00.000000Z,0.00,0
2022-01-05T23:15:00.000000Z,0.00,0
2022-01-05T23:30:00.000000Z,0.00,0
2022-01-05T23:45:00.000000Z,0.00,0
2022-01-06T00:00:00.000000Z,0.00,0
2022-01-06T00:15:00.000000Z,0.00,0
2022-01-06T00:30:00.000000Z,0.00,0
2022-01-06T00:45:00.000000Z,0.00,0
2022-01-06T01:00:00.000000Z,0.00,0
2022-01-06T01:15:00.000000Z,0.00,0
2022-01-06T01:30:00.000000Z,0.00,0
2022-01-06T01:45:00.000000Z,0.00,0
2022-01-06T02:00:00.000000Z,0.00,0
2022-01-06T02:15:00.000000Z,0.00,0
2022-01-06T02:30:00.000000Z,0.00,0
2022-01-06T02:45:00.000000Z,0.00,0
2022-01-06T03:00:00.000000Z,0.00,0
2022-01-06T03:15:00.000000Z,0.00,0
2022-01-06T03:30:00.000000Z,0.00,0
2022-01-06T03:45:00.000000Z,0.00,0
2022-01-06T04:00:00.000000Z,0.00,0
2022-01-06T04:15:00.000000Z,0.00,0
2022-01-06T04:30:00.000000Z,0.00,0
2022-01-06T04:45:00.000000Z,0.00,0
2022-01-06T05:00:00.000000Z,0.00,0
2022-01-06T05:15:00.000000Z,0.00,0
2022-01-06T05:30:00.000000Z,0.00,0
2022-01-06T05:45:00.000000Z,0.00,0
2022-01-06T06:00:00.000000Z,0.00,0
2022-01-06T06:15:00.000000Z,0.00,0
2022-01-06T06:30:00.000000Z,0.00,0
2022-01-06T06:45:00.000000Z,0.00,0
2022-01-06T07:00:00.000000Z,0.00,0
2022-01-06T07:15:00.000000Z,0.00,0
2022-01-06T07:30:00.000000Z,0.00,0
2022-01-06T07:45:00.000000Z,0.00,0
2022-01-06T08:00:00.000000Z,120.79,1
2022-01-06T08:15:00.000000Z,12.23,1
2022-01-06T08:15:00.000000Z,191.80,1
2022-01-06T08:30:00.000000Z,22.76,1
2022-01-06T08:45:00.000000Z,133.53,2
2022-01-06T09:00:00.000000Z,182.63,2
2022-01-06T09:15:00.000000Z,381.41,4
2022-01-06T09:30:00.000000Z,354.88,3
2022-01-06T09:45:00.000000Z,208.93,3
2022-01-06T10:00:00.000000Z,433.29,4
2022-01-06T10:15:00.000000Z,482.48,3
2022-01-06T10:30:00.000000Z,349.27,3
2022-01-06T10:45:00.000000Z,272.40,3
2022-01-06T11:00:00.000000Z,337.63,5
2022-01-06T11:15:00.000000Z,558.72,5
2022-01-06T11:30:00.000000Z,453.75,5
2022-01-06T11:45:00.000000Z,490.64,5
2022-01-06T12:00:00.000000Z,719.46,6
2022-01-06T12:15:00.000000Z,842.40,7
2022-01-06T12:30:00.000000Z,605.97,7
2022-01-06T12:45:00.000000Z,491.38,6
2022-01-06T13:00:00.000000Z,1288.61,8
2022-01-06T13:15:00.000000Z,852.77,9
2022-01-06T13:30:00.000000Z,560.82,8
2022-01-06T13:45:00.000000Z,801.32,8
2022-01-06T14:00:00.000000Z,604.44,7
2022-01-06T14:15:00.000000Z,836.00,6
2022-01-06T14:30:00.000000Z,646.11,7
2022-01-06T14:45:00.000000Z,855.72,7
2022-01-06T15:00:00.000000Z,262.05,5
2022-01-06T15:15:00.000000Z,530.42,5
2022-01-06T15:30:00.000000Z,755.89,5
2022-01-06T15:45:00.000000Z,422.58,4
2022-01-06T16:00:00.000000Z,635.69,5
2022-01-06T16:15:00.000000Z,533.88,5
2022-01-06T16:30:00.000000Z,725.13,5
2022-01-06T16:45:00.000000Z,416.80,5
2022-01-06T17:00:00.000000Z,831.98,7
2022-01-06T17:15:00.000000Z,806.70,6
2022-01-06T17:30:00.000000Z,433.85,7
2022-01-06T17:45:00.000000Z,463.38,6
2022-01-06T18:00:00.000000Z,847.88,9
2022-01-06T18:15:00.000000Z,1085.38,8
2022-01-06T18:30:00.000000Z,638.15,8
2022-01-06T18:45:00.000000Z,862.94,8
2022-01-06T19:00:00.000000Z,901.97,10
2022-01-06T19:15:00.000000Z,1042.37,10
2022-01-06T19:30:00.000000Z,949.97,10
2022-01-06T19:45:00.000000Z,1326.38,10
2022-01-06T20:00:00.000000Z,108.50,1
2022-01-06T20:30:00.000000Z,0.00,0
2022-01-06T20:45:00.000000Z,0.00,0
2022-01-06T21:00:00.000000Z,0.00,0
2022-01-06T21:15:00.000000Z,0.00,0
2022-01-06T21:30:00.000000Z,0.00,0
2022-01-06T21:45:00.000000Z,0.00,0
2022-01-06T22:00:00.000000Z,0.00,0
2022-01-06T22:15:00.000000Z,0.00,0
2022-01-06T22:30:00.000000Z,0.00,0
2022-01-06T22:45:00.000000Z,0.00,0
2022-01-06T23:00:00.000000Z,0.00,0
2022-01-06T23:15:00.000000Z,0.00,0
2022-01-06T23:30:00.000000Z,0.00,0
2022-01-06T23:45:00.000000Z,0.00,0
2022-01-07T00:00:00.000000Z,0.00,0
2022-01-07T00:15:00.000000Z,0.00,0
2022-01-07T00:30:00.000000Z,0.00,0
2022-01-07T00:45:00.000000Z,0.00,0
2022-01-07T01:00:00.000000Z,0.00,0
2022-01-07T01:15:00.000000Z,0.00,0
2022-01-07T01:30:00.000000Z,0.00,0
2022-01-07T01:45:00.000000Z,0.00,0
2022-01-07T02:00:00.000000Z,0.00,0
2022-01-07T02:15:00.000000Z,0.00,0
2022-01-07T02:30:00.000000Z,0.00,0
2022-01-07T02:45:00.000000Z,0.00,0
2022-01-07T03:00:00.000000Z,0.00,0
2022-01-07T03:15:00.000000Z,0.00,0
2022-01-07T03:30:00.000000Z,0.00,0
2022-01-07T03:45:00.000000Z,0.00,0
2022-01-07T04:00:00.000000Z,0.00,0
2022-01-07T04:15:00.000000Z,0.00,0
2022-01-07T04:30:00.000000Z,0.00,0
2022-01-07T04:45:00.000000Z,0.00,0
2022-01-07T05:00:00.000000Z,0.00,0
2022-01-07T05:15:00.000000Z,0.00,0
2022-01-07T05:30:00.000000Z,0.00,0
2022-01-07T05:45:00.000000Z,0.00,0
2022-01-07T06:00:00.000000Z,0.00,0
2022-01-07T06:15:00.000000Z,0.00,0
2022-01-07T06:30:00.000000Z,0.00,0
2022-01-07T06:45:00.000000Z,0.00,0
2022-01-07T07:00:00.000000Z,0.00,0
2022-01-07T07:15:00.000000Z,0.00,0
2022-01-07T07:30:00.000000Z,0.00,0
2022-01-07T07:45:00.000000Z,0.00,0
2022-01-07T08:00:00.000000Z,197.75,1
2022-01-07T08:15:00.000000Z,98.06,1
2022-01-07T08:15:00.000000Z,191.63,1
2022-01-07T08:30:00.000000Z,137.46,1
2022-01-07T08:45:00.000000Z,317.92,2
2022-01-07T09:00:00.000000Z,253.28,3
2022-01-07T09:15:00.000000Z,487.67,4
2022-01-07T09:30:00.000000Z,181.51,3
2022-01-07T09:45:00.000000Z,508.11,4
2022-01-07T10:00:00.000000Z,377.30,3
2022-01-07T10:15:00.000000Z,320.04,4
2022-01-07T10:30:00.000000Z,431.44,4
2022-01-07T10:45:00.000000Z,470.97,3
2022-01-07T11:00:00.000000Z,452.19,5
